cluster,text
5.1.2.0.2.0.0.0.0.0,사파리에서 해당 과목의 줌 탭을 클릭하고 거기에 나온 참여하기 버튼 누르면 되는걸까요
5.1.2.0.3.0.0.0.0.0,리뷰 완료 버튼을 누르시면 단계 퀴즈가 보이게 됩니다
5.1.2.0.3.1.0.0.0.0,리뷰 완료 시 체크 버튼을 누르셔서 진행하시면 됩니다
5.1.2.0.4.0.0.0.0.0,마지막 확인 버튼도 누르셨을까요
5.1.2.0.4.0.1.0.0.0,아 마지막으로 확인 버튼 눌러야하는데 혹시 확인 버튼도 누르셨는지 여쭤봐주세요
5.1.2.0.4.1.0.0.0.0,마지막으로 확인 버튼 누르는 것을 잊지 마시고 해주시면 되겠습니다
5.1.2.0.5.0.0.0.0.0,안녕하세요 혹시 블랙보드 콜라보레이트에 학생들이 누르는 출석체크 라는 버튼이 새로 생겼나요
5.1.2.0.5.1.0.0.0.0,크롬에서 콜라보레이트 메뉴 버튼을 눌러도 메뉴탭이 열리지 않는데 무엇 때문인지 잘 모르겠습니다
5.1.2.1.0.0.0.0.0.0,도치 선생님 이거 어떨 때 뜨나요 오케이 눌러도 되나요
5.1.2.1.0.1.0.0.0.0,확인 누르셔서 등록해주시겠어요
5.1.2.1.0.2.0.0.0.0,다음을 누르면 아래사진처럼 됩니다
5.1.2.1.0.3.0.0.0.0,리뷰 완료 시 체크는 어떨 때 누르면 되나요 해당 내용을 읽었으면 그냥 누르는 건가요
5.1.2.1.0.3.0.1.0.0,해당 화면에서 관리를 누르시면 됩니다
5.1.2.1.0.3.1.0.0.0,기다려주셔서 감사합니다 출석 누르고 위 메뉴 중 변경을 누르시면 출석 인정됩니다
5.1.2.1.0.3.1.1.0.0,제시간에 출석 안 누른 거 같은데
5.1.2.1.0.3.2.0.0.0,과제 제목 옆의 메뉴 누르셔서 옵션들어가시면 됩니다
5.1.2.1.0.3.3.0.0.0,줌 메뉴 들어가셔서 recordings 눌러 보시겠어요
5.1.2.1.0.3.4.0.0.0,즐겨찾기를 누른 과목들이 먼저 보이게 됩니다
5.1.2.1.0.3.5.0.0.0,코스 내 collaborate 누르시고 세션 옵션을 클릭하시면 됩니다
5.1.2.1.0.4.0.0.0.0,원격접속 시작 누르시면 파일이 하나 설치 된 이후에
5.1.2.1.0.5.0.0.0.0,줌링크를 눌러도 창이 열리지 않아요
5.1.2.1.0.6.0.0.0.0,번 누르면 되나요
5.1.2.1.0.6.1.0.0.0,아이콘 번호 번 눌러주시면 됩니다
5.1.2.1.0.7.0.0.0.0,ctrlshiftesc키 누르셔서 작업관리자 들어가셔서 작업끝내기를 누르시면 됩니다
5.1.2.1.0.8.0.0.0.0,공지사항 생성을 누르시면 됩니다
5.1.2.1.0.9.0.0.0.0,콜라보레이트 또는 줌이 뜨면 그것을 눌러서 들어가면 되는데
5.1.2.1.1.0.0.0.0.0,네 누르면 과제명까지 보이는데
5.1.2.1.1.0.1.0.0.0,칼럼숨기기버튼을 눌러서 사용자 이름이 안보이는데 다시 보이게 하는 법을 알고싶습니다
5.1.2.1.1.0.1.1.0.0,회색 처리된 컬럼의 체크박스를 누르시고 보이기숨기기 눌러주시면 됩니다
5.1.2.1.1.0.1.1.1.0,체크 박스를 누르시고 보이기숨기기 를 눌러주시면 됩니다
5.1.2.1.1.1.0.0.0.0,메뉴 옆에 화살표 모양을 누르신 후에 메뉴 숨기기 눌러주시면 됩니다
5.1.2.1.1.1.1.0.0.0,그 후에 컬럼 추가 메뉴를 누르시고
5.1.2.1.2.0.0.0.0.0,여기서 확인을 누르시면 아까 말씀드린 설문조사 옵션 설정이 나오고 설정을 완료하시면 학생들에게 설문조사가 과제메뉴에서 보이게 됩니다
5.1.2.1.2.1.0.0.0.0,이런식으로 설문조사를 생성완료 하신 후에 사진에 나온 것처럼 뒤로를 누르셔서
5.1.2.1.2.1.1.0.0.0,생성 후 뒤로 가기 누르면 설문조사 옵션이 안나오고 다음의 화면이 나옵니다
5.1.2.1.3.0.0.0.0.0,넵 링크 복사 누르신 후에 채팅에 보내주시면 됩니다
5.1.2.1.4.0.0.0.0.0,이거 그냥 코스에서 zoom 들어가서 참가 누르면 될 것 같은데요
5.1.2.1.5.0.0.0.0.0,성적관리 센터 과제 컬럼에서 화살표 메뉴를 누르신 후 assignment file download를 누르시면 됩니다
5.1.2.1.5.1.0.0.0.0,컬럼 이름 옆의 화살표 버튼 누르시고 assignment file download 누르시면 됩니다
5.1.2.1.6.0.0.0.0.0,확인결과 해당 과제를 임시저장만 누르시고 제출을 누르시지 않은 것으로 보입니다
5.1.2.1.7.0.0.0.0.0,코스에서 zoom 메뉴를 누르셨을때
5.1.2.1.7.0.1.0.0.0,노트북으로 들어갔을 때 코스 누른 뒤 콜라보레이트 메뉴는 떠 있었는데 누르니 접속이 안 되는 것인가요
5.1.2.1.7.1.0.0.0.0,찾아보기 누르신 뒤 해당 메뉴 좌측의 네모표시를 누르면 생성하신 설문조사가 보일 것 같습니다
5.1.2.1.7.2.0.0.0.0,아무 코스나 눌러보시겠어요
5.1.2.1.7.3.0.0.0.0,우선 삭제 했으니 코스 메뉴 다시 누르시면 안 보일꺼에요
5.1.2.1.8.0.0.0.0.0,첨부 취소를 눌러도 삭제가 되지 않아서 문의드립니다
5.1.2.1.8.1.0.0.0.0,프린트스크린 누르시고 이 창에서 ctrl v누르셔서 첨부하시면 됩니다
5.1.2.1.9.0.0.0.0.0,블랙보드에서 줌링크를 누르면 개인 이메일로 연결이 됩니다
5.1.2.2.0.0.0.0.0.0,ok누르고 다시 과제 들어오면 같은 화면이 나와요
5.1.2.3.0.0.0.0.0.0,관리자 계정으로 접속하신 다음에 과제 보기를 누르시고 아래 사진의 제출 버튼을 누르신 다음 해당 학생의 이름으로 올려보시겠어요
5.1.2.3.1.0.0.0.0.0,학생들이 오케이를 눌렀는데그게 제출인 것 같습니다
5.1.2.3.2.0.0.0.0.0,누르시고
5.1.2.3.2.0.0.0.0.0,눌렀어요
5.1.2.3.2.0.1.0.0.0,눌렀습니다 되었나요
5.1.2.3.2.1.0.0.0.0,제목을 누르면요
5.1.2.3.3.0.0.0.0.0,네 과제보기를 눌렀던 것 같아요
5.1.2.3.3.0.1.0.0.0,과제 보기 눌러서
5.1.2.3.3.1.0.0.0.0,성적 보기 누르시고
5.1.2.3.4.0.0.0.0.0,제 아이디로는 보이는데 학생 미리보기로 보면 과제보기를 눌렀을 때 오류 코드가 떠요
5.1.2.3.5.0.0.0.0.0,학생들이 어떤 보기를 눌렀는지 확인하고 싶어요
5.1.3.0.0.0.0.0.0.0,혹시 제가 처음 이용해서 그런데 블랙보드에 올라온 녹화강의를 다 들은 후 학습종료를 누르지 않아도 시청완료로 취급될까요 학습종료 버튼이 눌리지 않아서 여쭤봅니다
5.1.3.0.0.1.0.0.0.0,버튼종료는 다 누른것 같습니다
5.1.3.0.0.1.1.0.0.0,빨간색 학습종료 버튼을 전부 눌렀다는 말씀이신거죠 버튼 종료를 누르지 않고 창을 닫았을 때에도 다음과 같은 팝업이 떠서 확인차 말씀드렸습니다
5.1.3.0.1.0.0.0.0.0,감사합니다 만약 학습종료 버튼을 눌렀음에도 기록확인이 되지 않는다면 다시 한번 어흥톡으로 문의 부탁드리겠습니다
5.1.3.0.1.1.0.0.0.0,강의자료에 올라온 녹화강의를 듣고 학습종료버튼이 눌러지지 않아 그냥 닫았는데 이렇게 되면 학습사항이 인정이 안 되나요
5.1.3.1.0.0.0.0.0.0,학생이 새로운 시험 시작하기 같은 버튼을 누르면 다시 응시가 될 것입니다
5.1.3.1.1.0.0.0.0.0,앗 네 다만 기존에는 해당 버튼을 누르면 학습 완료 등으로 버튼이 바뀌었던 것 같아서 문의드렸습니다 계속 진도 체크중이라고 옆에 써있기도 하고요
5.1.4.0.0.0.0.0.0.0,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 포털 아이디 및 비밀번호로 로그인 진행해주세요블랙보드 로그인 화면과 같은 화면이 나옵니다 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.0.0.0.0.0.0.0,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 포털 아이디 및 비밀번호로 로그인 진행해주세요블랙보드 로그인 화면과 같은 화면이 나옵니다 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.0.0.0.0.0.0.0,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 포털 아이디 및 비밀번호로 로그인 진행해주세요블랙보드 로그인 화면과 같은 화면이 나옵니다 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.2.0.0.0.0.0.0,이메일 변경 방법은 아래와 같습니다 크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,그리고 크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.4.3.1.1.1.1.1.1,크롬 쿠키를 삭제하고 크롬을 껐다가 다시 켜주세요 koreaackrzoomus로 접속해서 sign in을 누르시고 학교 계정으로 구글 로그인을 진행해주세요 블랙보드에 접속해 코스에서 zoom을 누르면 warning이 다시 안뜨시는지 확인해주세요
5.1.5.0.0.0.0.0.0.0,성적관리센터에서 해당 칼럼을 찾으신 다음 칼럼 이름 옆 드롭버튼을 누르시고 학습자에케 컬럼보이기숨기기를 눌러주시면 됩니다
5.1.5.1.0.0.0.0.0.0,해당 컬럼의 옵션 버튼아래 화살표 모양을 누르시고 학습자에게 컬럼숨기기보이기 눌러주시면 됩니다
5.1.5.1.0.1.0.0.0.0,학습자에게 컬럼숨기기보이기를 눌러주시면 됩니다
5.1.5.1.1.0.0.0.0.0,만약 해당 컬럼을 다시 보이게 하고 싶으시다면 관리 컬럼구성에서 해당 컬럼을 체크하신 후 보이기숨기기를 눌러주시면 됩니다
5.1.5.1.1.1.0.0.0.0,해당 컬럼의 옵션 버튼을 누르시고 컬럼 숨기기를 해주시면 됩니다
5.1.5.1.1.1.1.0.0.0,컬럼 숨기기는 해당 컬럼 옆 아래 화살표인 옵션 버튼을 누르시면 있습니다
5.1.6.0.0.0.0.0.0.0,이 사진에서 과제 및 시험을 눌러보시겠어요
5.1.7.0.0.0.0.0.0.0,블랙보드 로그인을 눌러도 창이 안떠요
5.1.7.1.1.1.1.1.1.1,블랙보드 로그인 후 초기 화면 좌측 탭에서 이용자 분의 성함을 클릭해주세요 언어를 선택하신 후 반드시 확인 버튼을 눌러주세요
5.1.7.1.1.1.1.1.1.1,블랙보드 로그인 후 초기 화면 좌측 탭에서 이용자 분의 성함을 클릭해주세요 언어를 선택하신 후 반드시 확인 버튼을 눌러주세요
5.1.7.2.0.0.0.0.0.0,계속 로그인을 눌러도 안들어가지는 것 같습니다
5.1.7.2.1.0.0.0.0.0,블랙보드 로그인 누르면
5.1.7.2.1.1.0.0.0.0,로그인을 누르면
5.1.7.2.1.1.0.0.0.0,로그인을 눌러도
5.1.7.3.0.0.0.0.0.0,바꾸고 나서 sign in을 눌러도 계속 gmail로 로그인이 되네요
5.1.7.4.0.0.0.0.0.0,블랙보드에서 어제 말씀해주신대로 zoom를 눌렀는데
5.1.7.5.0.0.0.0.0.0,로그인하고 학번을 누르면 그때 에러메시지가 뜹니다
5.1.7.6.0.0.0.0.0.0,zoom에서 sso로 로그인을 눌러보시겠어요
5.1.7.7.0.0.0.0.0.0,사진의 블랙보드 로그인이라 작성된 네모 창을 누르시면
5.1.7.8.0.0.0.0.0.0,계속 눌러주신 후 학교 계정으로 로그인하시면 됩니다
5.1.7.9.0.0.0.0.0.0,그 전에는 join을 누르면 바로 로그인이 됐던 것 같은데요 지금은 로그인을 누르면 이렇게 뜹니다
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.0.0.0.0.0.0.0,코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.8.1.0.0.0.0.0.0,공지사항에 투표를 생성하는 것은 불가능할 것 같고 설문조사를 활용하시면 가능할 것 같습니다 코스 내 과제 및 시험 메뉴평가 탭에서 설문조사를 눌러주세요 생성 버튼을 눌러주세요 제목 설명 지시사항 등을 입력 후 우측 하단의 확인 버튼을 눌러주세요
5.1.9.0.0.0.0.0.0.0,해당 사이트로 들어가시면 원격지원시작 이라는 버튼이 있습니다 클릭해주시면 파일이 하나 다운받아집니다 해당 파일 실행 후 아이콘 번호 번 눌러주시면 됩니다
5.1.9.1.0.0.0.0.0.0,포럼을 선택한 후 들어가셔서 게시물 작성 버튼을 누르시면 됩니다
5.1.9.1.1.0.0.0.0.0,게시물 작성 버튼을 눌러서 작성하시면 될 것 같습니다
5.2.0.0.0.0.0.0.0.0,혹시 지금 로그인해보시겠어요
5.2.0.0.1.0.0.0.0.0,지금 들어왔는데 잘 보여요 학생이 제대로 등록이 되어있나 확인해볼게요
5.2.0.0.2.0.0.1.1.1,지금 확인해볼게요
5.2.0.0.2.0.0.1.1.1,지금 확인해보겠습니다
5.2.0.0.2.0.0.1.1.1,지금확인해볼게요
5.2.0.0.2.0.0.1.1.1,지금 확인해볼게요
5.2.0.0.2.0.1.0.0.0,지금해보겠습니다
5.2.0.0.2.1.0.0.0.0,지금 처리 했으니 확인 해보시면 나올꺼라고
5.2.0.0.2.2.0.0.0.0,네 지금 바로 확인해보겠습니다
5.2.0.0.2.2.1.0.0.0,지금 바로 확인해보겠습니다
5.2.0.0.2.3.0.0.0.0,지금 다시 확인해보겠습니다
5.2.0.0.3.0.0.0.0.0,넵 지금 확인해보겠습니다
5.2.0.0.3.0.0.0.0.0,넵 지금 확인해보겠습니다
5.2.0.0.3.0.0.0.0.0,넵 지금 확인해보겠습니다
5.2.0.0.3.0.0.0.0.0,넵 지금 확인해보겠습니다
5.2.0.0.4.0.0.0.0.0,확인이 가능할지는 확답드리기 어렵습니다 지금 시도해보고 있습니다
5.2.0.0.5.0.0.0.0.0,지금 다시 비밀번호를 설정해보겠습니다
5.2.0.0.6.0.0.0.0.0,지금 확인해보니 아예 조교 등록이 안 되어있습니다
5.2.0.0.7.0.0.0.0.0,그거 지금 해보려구요
5.2.0.0.8.0.0.0.0.0,지금 줌에 접속 해보시겠어요
5.2.0.0.8.1.0.0.0.0,혹시 지금 다시 접속 해보시겠어요
5.2.0.0.9.0.0.0.0.0,sansan 네 지금 확인해보겠습니다
5.2.0.1.0.0.0.0.0.0,지금 확인해보겠습니다 잠시만요
5.2.0.1.0.0.1.0.0.0,잠시만요 확인해보겠습니다
5.2.0.1.0.0.1.0.0.0,잠시만요 확인해보겠습니다
5.2.0.1.0.0.1.0.0.0,확인해보겠습니다 잠시만요
5.2.0.1.0.0.1.0.0.0,잠시만요 확인해볼게요
5.2.0.1.0.0.1.0.0.0,잠시만요 확인해볼게요
5.2.0.1.0.0.1.0.0.0,확인해볼게요 잠시만요
5.2.0.1.0.0.1.1.0.0,네 확인해보겠습니다 잠시만요
5.2.0.1.0.0.2.0.0.0,잠시만요 제가 이따 확인해보겠습니다
5.2.0.1.0.0.3.0.0.0,네 잠시만요 빠르게 확인해보겠습니다
5.2.0.1.0.0.4.0.0.0,이거 방법이 있던 것 같은데 확인해볼게요 잠시만요
5.2.0.1.0.0.5.0.0.0,잠시만 확인해보겠습니다
5.2.0.1.0.0.6.0.0.0,그러시군요 확인해보겠습니다 잠시만요
5.2.0.1.0.0.7.0.0.0,해볼께요 잠시만요
5.2.0.1.0.0.7.0.0.0,잠시만요 해보겠습니다
5.2.0.1.0.0.8.0.0.0,잠시만요 다시 확인해보겠습니다
5.2.0.1.0.0.9.0.0.0,아 잠시만요 확인해볼게요
5.2.0.1.0.1.0.0.0.0,잠시만요 제가 한번 생성까지 해볼게요
5.2.0.1.0.1.1.0.0.0,잠시만요 다시 한번만 더 해볼게요
5.2.0.1.1.0.0.0.0.0,사파리면 다운을 받아야겠네요 잠시만요 한번 해볼게요
5.2.0.1.2.0.0.0.0.0,잠시만요 테스트코스에서 확인해봐야할것같아요
5.2.0.1.3.0.0.0.0.0,아우 날짜 확인해볼게요 잠시만요
5.2.0.2.0.0.0.0.0.0,httpskultipskoreaackrquickreferenceguide 해당링크로 들어가셔서 목록에서 한번 확인해보시겠어요
5.2.0.2.0.0.1.0.0.0,시크릿창으로 들어가셔서 한번 다시 접속 시도해보시겠어요
5.2.0.2.0.1.0.0.0.0,예 다시한번 해보겠습니다
5.2.0.2.0.1.0.0.0.1,네 다시 한번 확인해보겠습니다
5.2.0.2.0.1.0.0.0.2,다시 한번 로그인 해보시라고 해보겠어요
5.2.0.2.0.1.0.0.0.3,다시 한번 확인해보시겠어요
5.2.0.2.0.1.0.0.0.3,제가 다시 한번 확인 해보고
5.2.0.2.0.1.0.0.1.0,백신 프로그램 한번 삭제해보겠습니다
5.2.0.2.0.1.0.0.1.0,이거 한번 제가 확인해볼게요
5.2.0.2.0.1.0.0.1.0,보고 한번 해볼게요
5.2.0.2.0.1.0.0.1.0,이 과정 한번 진행해보시고 다시 한번 재생 시도해보시겠어요
5.2.0.2.0.1.0.0.1.0,한번해보겠습니다
5.2.0.2.0.1.0.0.1.0,엣지가 아닌 크롬으로 한번 접속해보시겠어요
5.2.0.2.0.1.0.0.1.0,그것도 한번 테스트 해보겟슴다
5.2.0.2.0.1.0.0.1.0,아 한번해보겠습니다
5.2.0.2.0.1.0.0.1.0,감사합니다 썜 만약에 또 오류 생겼다고 연락주신다면 제가 한번 확인해볼게요
5.2.0.2.0.1.0.0.1.1,아 정말 감사드려요 학생에게 다시 한번 말해보겠습니다
5.2.0.2.0.1.0.1.0.0,강의자료 탭을 한번 확인해보시겠어요
5.2.0.2.0.1.0.1.0.1,네 한번 확인해보겠습니다 감사합니다
5.2.0.2.0.1.0.1.0.1,한번 확인해보시겠어요
5.2.0.2.0.1.0.1.0.1,다음주에 한번 더 확인해보시겠어요
5.2.0.2.0.1.0.1.0.1,쌤 그거 한번 확인해볼게요
5.2.0.2.0.1.0.1.0.1,등록해드렸습니다 한번 확인해보시겠어요
5.2.0.2.0.1.0.1.0.1,한번들어가서확인해볼게요
5.2.0.2.0.1.0.1.1.0,지금 한번 더 시도해보시겠어요
5.2.0.2.0.1.0.1.2.0,직원분이라 한번 확인해볼게요
5.2.0.2.0.1.0.1.3.0,기기의 소리 설정을 한번 확인해보시겠어요
5.2.0.2.0.1.1.0.0.0,한번 확인해보려고햇엇거등요 쌤 확인 감사해요
5.2.0.2.0.1.1.1.0.0,그렇다면 알려드린 방법대로 줌 사이트에서 한번 확인해보시겠어요
5.2.0.2.0.1.1.1.1.0,줌 라이센스 부여해드렸습니다 한번 확인해보시겠어요
5.2.0.2.1.0.0.0.0.0,이 두가지 체크해보시겠어요
5.2.0.2.1.0.0.0.0.0,이 두가지 체크해보시겠어요
5.2.0.2.1.1.0.0.0.0,이거 한번 체크해보실래요
5.2.0.2.1.2.0.0.0.0,이 두가지 한번 체크해보시겠어요
5.2.0.2.1.2.0.0.0.0,이 두가지 한번 체크해보세요
5.2.0.2.1.2.0.0.0.0,이 두가지 한번 체크해보시겠어요
5.2.0.3.0.0.0.0.0.0,일단 제가 운전중이라 있다가 다시해보고 연락드리겠습니다 감사합니다
